end of batch....0, cost so far 15356
end of batch....8774, cost so far 6642
end of batch....8775, cost so far 6642
end of batch....8776, cost so far 6642
end of batch....8777, cost so far 6642
end of batch....8778, cost so far 6642
end of batch....8779, cost so far 6642
end of batch....8780, cost so far 6642
end of batch....8781, cost so far 6642
end of batch....8782, cost so far 6642
end of batch....8783, cost so far 6642
end of batch....8784, cost so far 6642
end of batch....8785, cost so far 6642
end of batch....8786, cost so far 6642
end of batch....8787, cost so far 6642
end of batch....8788, cost so far 6642
end of batch....8789, cost so far 6642
end of batch....8790, cost so far 6642
end of batch....8791, cost so far 6642
end of batch....8792, cost so far 6642
end of batch....8793, cost so far 6642
end of batch....8794, cost so far 6642
end of batch....8795, cost so far 6642
end of batch....8796, cost so far 6642
end of batch....8797, cost so far 6642
end of batch....8798, cost so far 6642
end of batch....8799, cost so far 6642
end of batch....8800, cost so far 6642
end of batch....8801, cost so far 6642
end of batch....8802, cost so far 6642
end of batch....8803, cost so far 6642
end of batch....8804, cost so far 6642
end of batch....8805, cost so far 6642
end of batch....8806, cost so far 6642
end of batch....8807, cost so far 6642
end of batch....8808, cost so far 6642
end of batch....8809, cost so far 6642
end of batch....8810, cost so far 6642
end of batch....8811, cost so far 6642
end of batch....8812, cost so far 6642
end of batch....8813, cost so far 6642
end of batch....8814, cost so far 6642
end of batch....8815, cost so far 6642
end of batch....8816, cost so far 6642
end of batch....8817, cost so far 6642
end of batch....8818, cost so far 6642
end of batch....8819, cost so far 6642
end of batch....8820, cost so far 6642
end of batch....8821, cost so far 6642
end of batch....8822, cost so far 6642
end of batch....8823, cost so far 6642
end of batch....8824, cost so far 6642
end of batch....8825, cost so far 6642
end of batch....8826, cost so far 6642
end of batch....8827, cost so far 6642
end of batch....8828, cost so far 6642
end of batch....8829, cost so far 6642
end of batch....8830, cost so far 6642
end of batch....8831, cost so far 6642
end of batch....8832, cost so far 6642
end of batch....8833, cost so far 6642
end of batch....8834, cost so far 6642
end of batch....8835, cost so far 6642
end of batch....8836, cost so far 6642
end of batch....8837, cost so far 6642
end of batch....8838, cost so far 6642
end of batch....8839, cost so far 6642
end of batch....8840, cost so far 6642
end of batch....8841, cost so far 6642
end of batch....8842, cost so far 6642
end of batch....8843, cost so far 6642
end of batch....8844, cost so far 6642
end of batch....8845, cost so far 6642
end of batch....8846, cost so far 6642
end of batch....8847, cost so far 6642
end of batch....8848, cost so far 6642
end of batch....8849, cost so far 6642
end of batch....8850, cost so far 6642
end of batch....8851, cost so far 6642
end of batch....8852, cost so far 6642
end of batch....8853, cost so far 6642
end of batch....8854, cost so far 6642
end of batch....8855, cost so far 6642
end of batch....8856, cost so far 6642
end of batch....8857, cost so far 6642
end of batch....8858, cost so far 6642
end of batch....8859, cost so far 6642
end of batch....8860, cost so far 6642
end of batch....8861, cost so far 6642
end of batch....8862, cost so far 6642
end of batch....8863, cost so far 6642
end of batch....8864, cost so far 6642
end of batch....8865, cost so far 6642
end of batch....8866, cost so far 6642
end of batch....8867, cost so far 6642
end of batch....8868, cost so far 6642
end of batch....8869, cost so far 6642
end of batch....8870, cost so far 6642
end of batch....8871, cost so far 6642
end of batch....8872, cost so far 6642
end of batch....8873, cost so far 6642
end of batch....8874, cost so far 6642
end of batch....8875, cost so far 6642
end of batch....8876, cost so far 6642
end of batch....8877, cost so far 6642
end of batch....8878, cost so far 6642
end of batch....8879, cost so far 6642
end of batch....8880, cost so far 6642
end of batch....8881, cost so far 6642
end of batch....8882, cost so far 6642
end of batch....8883, cost so far 6642
end of batch....8884, cost so far 6642
end of batch....8885, cost so far 6642
end of batch....8886, cost so far 6642
end of batch....8887, cost so far 6642
end of batch....8888, cost so far 6642
end of batch....8889, cost so far 6642
end of batch....8890, cost so far 6642
end of batch....8891, cost so far 6642
end of batch....8892, cost so far 6642
end of batch....8893, cost so far 6642
end of batch....8894, cost so far 6642
end of batch....8895, cost so far 6642
end of batch....8896, cost so far 6642
end of batch....8897, cost so far 6642
end of batch....8898, cost so far 6642
end of batch....8899, cost so far 6642
end of batch....8900, cost so far 6642
end of batch....8901, cost so far 6642
end of batch....8902, cost so far 6642
end of batch....8903, cost so far 6642
end of batch....8904, cost so far 6642
end of batch....8905, cost so far 6642
end of batch....8906, cost so far 6642
end of batch....8907, cost so far 6642
end of batch....8908, cost so far 6642
end of batch....8909, cost so far 6642
end of batch....8910, cost so far 6642
end of batch....8911, cost so far 6642
end of batch....8912, cost so far 6642
end of batch....8913, cost so far 6642
end of batch....8914, cost so far 6642
end of batch....8915, cost so far 6642
end of batch....8916, cost so far 6642
end of batch....8917, cost so far 6642
end of batch....8918, cost so far 6642
end of batch....8919, cost so far 6642
end of batch....8920, cost so far 6642
end of batch....8921, cost so far 6642
end of batch....8922, cost so far 6642
end of batch....8923, cost so far 6642
end of batch....8924, cost so far 6642
end of batch....8925, cost so far 6642
end of batch....8926, cost so far 6642
end of batch....8927, cost so far 6642
end of batch....8928, cost so far 6642
end of batch....8929, cost so far 6642
end of batch....8930, cost so far 6642
end of batch....8931, cost so far 6642
end of batch....8932, cost so far 6642
end of batch....8933, cost so far 6642
end of batch....8934, cost so far 6642
end of batch....8935, cost so far 6642
end of batch....8936, cost so far 6642
end of batch....8937, cost so far 6642
end of batch....8938, cost so far 6642
end of batch....8939, cost so far 6642
end of batch....8940, cost so far 6642
end of batch....8941, cost so far 6642
end of batch....8942, cost so far 6642
end of batch....8943, cost so far 6642
end of batch....8944, cost so far 6642
end of batch....8945, cost so far 6642
end of batch....8946, cost so far 6642
end of batch....8947, cost so far 6642
end of batch....8948, cost so far 6642
end of batch....8949, cost so far 6642
end of batch....8950, cost so far 6642
end of batch....8951, cost so far 6642
end of batch....8952, cost so far 6642
end of batch....8953, cost so far 6642
end of batch....8954, cost so far 6642
end of batch....8955, cost so far 6642
end of batch....8956, cost so far 6642
end of batch....8957, cost so far 6642
end of batch....8958, cost so far 6642
end of batch....8959, cost so far 6642
end of batch....8960, cost so far 6642
end of batch....8961, cost so far 6642
end of batch....8962, cost so far 6642
end of batch....8963, cost so far 6642
end of batch....8964, cost so far 6642
end of batch....8965, cost so far 6642
end of batch....8966, cost so far 6642
end of batch....8967, cost so far 6642
end of batch....8968, cost so far 6642
end of batch....8969, cost so far 6642
end of batch....8970, cost so far 6642
end of batch....8971, cost so far 6642
end of batch....8972, cost so far 6642
end of batch....8973, cost so far 6642
end of batch....8974, cost so far 6642
end of batch....8975, cost so far 6642
end of batch....8976, cost so far 6642
end of batch....8977, cost so far 6642
end of batch....8978, cost so far 6642
end of batch....8979, cost so far 6642
end of batch....8980, cost so far 6642
end of batch....8981, cost so far 6642
end of batch....8982, cost so far 6642
end of batch....8983, cost so far 6642
end of batch....8984, cost so far 6642
end of batch....8985, cost so far 6642
end of batch....8986, cost so far 6642
end of batch....8987, cost so far 6642
end of batch....8988, cost so far 6642
end of batch....8989, cost so far 6642
end of batch....8990, cost so far 6642
end of batch....8991, cost so far 6642
end of batch....8992, cost so far 6642
end of batch....8993, cost so far 6642
end of batch....8994, cost so far 6642
end of batch....8995, cost so far 6642
end of batch....8996, cost so far 6642
end of batch....8997, cost so far 6642
end of batch....8998, cost so far 6642
end of batch....8999, cost so far 6642
end of batch....9000, cost so far 6642
end of batch....9001, cost so far 6642
end of batch....9002, cost so far 6642
end of batch....9003, cost so far 6642
end of batch....9004, cost so far 6642
end of batch....9005, cost so far 6642
end of batch....9006, cost so far 6642
end of batch....9007, cost so far 6642
end of batch....9008, cost so far 6642
end of batch....9009, cost so far 6642
end of batch....9010, cost so far 6642
end of batch....9011, cost so far 6642
end of batch....9012, cost so far 6642
end of batch....9013, cost so far 6642
end of batch....9014, cost so far 6642
end of batch....9015, cost so far 6642
end of batch....9016, cost so far 6642
end of batch....9017, cost so far 6642
end of batch....9018, cost so far 6642
end of batch....9019, cost so far 6642
end of batch....9020, cost so far 6642
end of batch....9021, cost so far 6642
end of batch....9022, cost so far 6642
end of batch....9023, cost so far 6642
end of batch....9024, cost so far 6642
end of batch....9025, cost so far 6642
end of batch....9026, cost so far 6642
end of batch....9027, cost so far 6642
end of batch....9028, cost so far 6642
end of batch....9029, cost so far 6642
end of batch....9030, cost so far 6642
end of batch....9031, cost so far 6642
end of batch....9032, cost so far 6642
end of batch....9033, cost so far 6642
end of batch....9034, cost so far 6642
end of batch....9035, cost so far 6642
end of batch....9036, cost so far 6642
end of batch....9037, cost so far 6642
end of batch....9038, cost so far 6642
end of batch....9039, cost so far 6642
end of batch....9040, cost so far 6642
end of batch....9041, cost so far 6642
end of batch....9042, cost so far 6642
end of batch....9043, cost so far 6642
end of batch....9044, cost so far 6642
end of batch....9045, cost so far 6642
end of batch....9046, cost so far 6642
end of batch....9047, cost so far 6642
end of batch....9048, cost so far 6642
end of batch....9049, cost so far 6642
end of batch....9050, cost so far 6642
end of batch....9051, cost so far 6642
end of batch....9052, cost so far 6642
end of batch....9053, cost so far 6642
end of batch....9054, cost so far 6642
end of batch....9055, cost so far 6642
end of batch....9056, cost so far 6642
end of batch....9057, cost so far 6642
end of batch....9058, cost so far 6642
end of batch....9059, cost so far 6642
end of batch....9060, cost so far 6642
end of batch....9061, cost so far 6642
end of batch....9062, cost so far 6642
end of batch....9063, cost so far 6642
end of batch....9064, cost so far 6642
end of batch....9065, cost so far 6642
end of batch....9066, cost so far 6642
end of batch....9067, cost so far 6642
end of batch....9068, cost so far 6642
end of batch....9069, cost so far 6642
end of batch....9070, cost so far 6642
end of batch....9071, cost so far 6642
end of batch....9072, cost so far 6642
end of batch....9073, cost so far 6642
end of batch....9074, cost so far 6642
end of batch....9075, cost so far 6642
end of batch....9076, cost so far 6642
end of batch....9077, cost so far 6642
end of batch....9078, cost so far 6642
end of batch....9079, cost so far 6642
end of batch....9080, cost so far 6642
end of batch....9081, cost so far 6642
end of batch....9082, cost so far 6642
end of batch....9083, cost so far 6642
end of batch....9084, cost so far 6642
end of batch....9085, cost so far 6642
end of batch....9086, cost so far 6642
end of batch....9087, cost so far 6642
end of batch....9088, cost so far 6642
end of batch....9089, cost so far 6642
end of batch....9090, cost so far 6642
end of batch....9091, cost so far 6642
end of batch....9092, cost so far 6642
end of batch....9093, cost so far 6642
end of batch....9094, cost so far 6642
end of batch....9095, cost so far 6642
end of batch....9096, cost so far 6642
end of batch....9097, cost so far 6642
end of batch....9098, cost so far 6642
end of batch....9099, cost so far 6642
end of batch....9100, cost so far 6642
end of batch....9101, cost so far 6642
end of batch....9102, cost so far 6642
end of batch....9103, cost so far 6642
end of batch....9104, cost so far 6642
end of batch....9105, cost so far 6642
end of batch....9106, cost so far 6642
end of batch....9107, cost so far 6642
end of batch....9108, cost so far 6642
end of batch....9109, cost so far 6642
end of batch....9110, cost so far 6642
end of batch....9111, cost so far 6642
end of batch....9112, cost so far 6642
end of batch....9113, cost so far 6642
end of batch....9114, cost so far 6642
end of batch....9115, cost so far 6642
end of batch....9116, cost so far 6642
end of batch....9117, cost so far 6642
end of batch....9118, cost so far 6642
end of batch....9119, cost so far 6642
end of batch....9120, cost so far 6642
end of batch....9121, cost so far 6642
end of batch....9122, cost so far 6642
end of batch....9123, cost so far 6642
end of batch....9124, cost so far 6642
end of batch....9125, cost so far 6642
end of batch....9126, cost so far 6642
end of batch....9127, cost so far 6642
end of batch....9128, cost so far 6642
end of batch....9129, cost so far 6642
end of batch....9130, cost so far 6642
end of batch....9131, cost so far 6642
end of batch....9132, cost so far 6642
end of batch....9133, cost so far 6642
end of batch....9134, cost so far 6642
end of batch....9135, cost so far 6642
end of batch....9136, cost so far 6642
end of batch....9137, cost so far 6642
end of batch....9138, cost so far 6642
end of batch....9139, cost so far 6642
end of batch....9140, cost so far 6642
end of batch....9141, cost so far 6642
end of batch....9142, cost so far 6642
end of batch....9143, cost so far 6642
end of batch....9144, cost so far 6642
end of batch....9145, cost so far 6642
end of batch....9146, cost so far 6642
end of batch....9147, cost so far 6642
end of batch....9148, cost so far 6642
end of batch....9149, cost so far 6642
end of batch....9150, cost so far 6642
end of batch....9151, cost so far 6642
end of batch....9152, cost so far 6642
end of batch....9153, cost so far 6642
end of batch....9154, cost so far 6642
end of batch....9155, cost so far 6642
end of batch....9156, cost so far 6642
end of batch....9157, cost so far 6642
end of batch....9158, cost so far 6642
end of batch....9159, cost so far 6642
end of batch....9160, cost so far 6642
end of batch....9161, cost so far 6642
end of batch....9162, cost so far 6642
end of batch....9163, cost so far 6642
end of batch....9164, cost so far 6642
end of batch....9165, cost so far 6642
end of batch....9166, cost so far 6642
end of batch....9167, cost so far 6642
end of batch....9168, cost so far 6642
end of batch....9169, cost so far 6642
end of batch....9170, cost so far 6642
end of batch....9171, cost so far 6642
end of batch....9172, cost so far 6642
end of batch....9173, cost so far 6642
end of batch....9174, cost so far 6642
end of batch....9175, cost so far 6642
end of batch....9176, cost so far 6642
end of batch....9177, cost so far 6642
end of batch....9178, cost so far 6642
end of batch....9179, cost so far 6642
end of batch....9180, cost so far 6642
end of batch....9181, cost so far 6642
end of batch....9182, cost so far 6642
end of batch....9183, cost so far 6642
end of batch....9184, cost so far 6642
end of batch....9185, cost so far 6642
end of batch....9186, cost so far 6642
end of batch....9187, cost so far 6642
end of batch....9188, cost so far 6642
end of batch....9189, cost so far 6642
end of batch....9190, cost so far 6642
end of batch....9191, cost so far 6642
end of batch....9192, cost so far 6642
end of batch....9193, cost so far 6642
end of batch....9194, cost so far 6642
end of batch....9195, cost so far 6642
end of batch....9196, cost so far 6642
end of batch....9197, cost so far 6642
end of batch....9198, cost so far 6642
end of batch....9199, cost so far 6642
end of batch....9200, cost so far 6642
end of batch....9201, cost so far 6642
end of batch....9202, cost so far 6642
end of batch....9203, cost so far 6642
end of batch....9204, cost so far 6642
end of batch....9205, cost so far 6642
end of batch....9206, cost so far 6642
end of batch....9207, cost so far 6642
end of batch....9208, cost so far 6642
end of batch....9209, cost so far 6642
end of batch....9210, cost so far 6642
end of batch....9211, cost so far 6642
end of batch....9212, cost so far 6642
end of batch....9213, cost so far 6642
end of batch....9214, cost so far 6642
end of batch....9215, cost so far 6642
end of batch....9216, cost so far 6642
end of batch....9217, cost so far 6642
end of batch....9218, cost so far 6642
end of batch....9219, cost so far 6642
end of batch....9220, cost so far 6642
end of batch....9221, cost so far 6642
end of batch....9222, cost so far 6642
end of batch....9223, cost so far 6642
end of batch....9224, cost so far 6642
end of batch....9225, cost so far 6642
end of batch....9226, cost so far 6642
end of batch....9227, cost so far 6642
end of batch....9228, cost so far 6642
end of batch....9229, cost so far 6642
end of batch....9230, cost so far 6642
end of batch....9231, cost so far 6642
end of batch....9232, cost so far 6642
end of batch....9233, cost so far 6642
end of batch....9234, cost so far 6642
end of batch....9235, cost so far 6642
end of batch....9236, cost so far 6642
end of batch....9237, cost so far 6642
end of batch....9238, cost so far 6642
end of batch....9239, cost so far 6642
end of batch....9240, cost so far 6642
end of batch....9241, cost so far 6642
end of batch....9242, cost so far 6642
end of batch....9243, cost so far 6642
end of batch....9244, cost so far 6642
end of batch....9245, cost so far 6642
end of batch....9246, cost so far 6642
end of batch....9247, cost so far 6642
end of batch....9248, cost so far 6642
end of batch....9249, cost so far 6642
end of batch....9250, cost so far 6642
end of batch....9251, cost so far 6642
end of batch....9252, cost so far 6642
end of batch....9253, cost so far 6642
end of batch....9254, cost so far 6642
end of batch....9255, cost so far 6642
end of batch....9256, cost so far 6642
end of batch....9257, cost so far 6642
end of batch....9258, cost so far 6642
end of batch....9259, cost so far 6642
end of batch....9260, cost so far 6642
end of batch....9261, cost so far 6642
end of batch....9262, cost so far 6642
end of batch....9263, cost so far 6642
end of batch....9264, cost so far 6642
end of batch....9265, cost so far 6642
end of batch....9266, cost so far 6642
end of batch....9267, cost so far 6642
end of batch....9268, cost so far 6642
end of batch....9269, cost so far 6642
end of batch....9270, cost so far 6642
end of batch....9271, cost so far 6642
end of batch....9272, cost so far 6642
end of batch....9273, cost so far 6642
end of batch....9274, cost so far 6642
end of batch....9275, cost so far 6642
end of batch....9276, cost so far 6642
end of batch....9277, cost so far 6642
end of batch....9278, cost so far 6642
end of batch....9279, cost so far 6642
end of batch....9280, cost so far 6642
end of batch....9281, cost so far 6642
end of batch....9282, cost so far 6642
end of batch....9283, cost so far 6642
end of batch....9284, cost so far 6642
end of batch....9285, cost so far 6642
end of batch....9286, cost so far 6642
end of batch....9287, cost so far 6642
end of batch....9288, cost so far 6642
end of batch....9289, cost so far 6642
end of batch....9290, cost so far 6642
end of batch....9291, cost so far 6642
end of batch....9292, cost so far 6642
end of batch....9293, cost so far 6642
end of batch....9294, cost so far 6642
end of batch....9295, cost so far 6642
end of batch....9296, cost so far 6642
end of batch....9297, cost so far 6642
end of batch....9298, cost so far 6642
end of batch....9299, cost so far 6642
end of batch....9300, cost so far 6642
end of batch....9301, cost so far 6642
end of batch....9302, cost so far 6642
end of batch....9303, cost so far 6642
end of batch....9304, cost so far 6642
end of batch....9305, cost so far 6642
end of batch....9306, cost so far 6642
end of batch....9307, cost so far 6642
end of batch....9308, cost so far 6642
end of batch....9309, cost so far 6642
end of batch....9310, cost so far 6642
end of batch....9311, cost so far 6642
end of batch....9312, cost so far 6642
end of batch....9313, cost so far 6642
end of batch....9314, cost so far 6642
end of batch....9315, cost so far 6642
end of batch....9316, cost so far 6642
end of batch....9317, cost so far 6642
end of batch....9318, cost so far 6642
end of batch....9319, cost so far 6642
end of batch....9320, cost so far 6642
end of batch....9321, cost so far 6642
end of batch....9322, cost so far 6642
end of batch....9323, cost so far 6642
end of batch....9324, cost so far 6642
end of batch....9325, cost so far 6642
end of batch....9326, cost so far 6642
end of batch....9327, cost so far 6642
end of batch....9328, cost so far 6642
end of batch....9329, cost so far 6642
end of batch....9330, cost so far 6642
end of batch....9331, cost so far 6642
end of batch....9332, cost so far 6642
end of batch....9333, cost so far 6642
end of batch....9334, cost so far 6642
end of batch....9335, cost so far 6642
end of batch....9336, cost so far 6642
end of batch....9337, cost so far 6642
end of batch....9338, cost so far 6642
end of batch....9339, cost so far 6642
end of batch....9340, cost so far 6642
end of batch....9341, cost so far 6642
end of batch....9342, cost so far 6642
end of batch....9343, cost so far 6642
end of batch....9344, cost so far 6642
end of batch....9345, cost so far 6642
end of batch....9346, cost so far 6642
end of batch....9347, cost so far 6642
end of batch....9348, cost so far 6642
end of batch....9349, cost so far 6642
end of batch....9350, cost so far 6642
end of batch....9351, cost so far 6642
end of batch....9352, cost so far 6642
end of batch....9353, cost so far 6642
end of batch....9354, cost so far 6642
end of batch....9355, cost so far 6642
end of batch....9356, cost so far 6642
end of batch....9357, cost so far 6642
end of batch....9358, cost so far 6642
end of batch....9359, cost so far 6642
end of batch....9360, cost so far 6642
end of batch....9361, cost so far 6642
end of batch....9362, cost so far 6642
end of batch....9363, cost so far 6642
end of batch....9364, cost so far 6642
end of batch....9365, cost so far 6642
end of batch....9366, cost so far 6642
end of batch....9367, cost so far 6642
end of batch....9368, cost so far 6642
end of batch....9369, cost so far 6642
end of batch....9370, cost so far 6642
end of batch....9371, cost so far 6642
end of batch....9372, cost so far 6642
end of batch....9373, cost so far 6642
end of batch....9374, cost so far 6642
end of batch....9375, cost so far 6642
end of batch....9376, cost so far 6642
end of batch....9377, cost so far 6642
end of batch....9378, cost so far 6642
end of batch....9379, cost so far 6642
end of batch....9380, cost so far 6642
end of batch....9381, cost so far 6642
end of batch....9382, cost so far 6642
end of batch....9383, cost so far 6642
end of batch....9384, cost so far 6642
end of batch....9385, cost so far 6642
end of batch....9386, cost so far 6642
end of batch....9387, cost so far 6642
end of batch....9388, cost so far 6642
end of batch....9389, cost so far 6642
end of batch....9390, cost so far 6642
end of batch....9391, cost so far 6642
end of batch....9392, cost so far 6642
end of batch....9393, cost so far 6642
end of batch....9394, cost so far 6642
end of batch....9395, cost so far 6642
end of batch....9396, cost so far 6642
end of batch....9397, cost so far 6642
end of batch....9398, cost so far 6642
end of batch....9399, cost so far 6642
end of batch....9400, cost so far 6642
end of batch....9401, cost so far 6642
end of batch....9402, cost so far 6642
end of batch....9403, cost so far 6642
end of batch....9404, cost so far 6642
end of batch....9405, cost so far 6642
end of batch....9406, cost so far 6642
end of batch....9407, cost so far 6642
end of batch....9408, cost so far 6642
end of batch....9409, cost so far 6642
end of batch....9410, cost so far 6642
end of batch....9411, cost so far 6642
end of batch....9412, cost so far 6642
end of batch....9413, cost so far 6642
end of batch....9414, cost so far 6642
end of batch....9415, cost so far 6642
end of batch....9416, cost so far 6642
end of batch....9417, cost so far 6642
end of batch....9418, cost so far 6642
end of batch....9419, cost so far 6642
end of batch....9420, cost so far 6642
end of batch....9421, cost so far 6642
end of batch....9422, cost so far 6642
end of batch....9423, cost so far 6642
end of batch....9424, cost so far 6642
end of batch....9425, cost so far 6642
end of batch....9426, cost so far 6642
end of batch....9427, cost so far 6642
end of batch....9428, cost so far 6642
end of batch....9429, cost so far 6642
end of batch....9430, cost so far 6642
end of batch....9431, cost so far 6642
end of batch....9432, cost so far 6642
end of batch....9433, cost so far 6642
end of batch....9434, cost so far 6642
end of batch....9435, cost so far 6642
end of batch....9436, cost so far 6642
end of batch....9437, cost so far 6642
end of batch....9438, cost so far 6642
end of batch....9439, cost so far 6642
end of batch....9440, cost so far 6642
end of batch....9441, cost so far 6642
end of batch....9442, cost so far 6642
end of batch....9443, cost so far 6642
end of batch....9444, cost so far 6642
end of batch....9445, cost so far 6642
end of batch....9446, cost so far 6642
end of batch....9447, cost so far 6642
end of batch....9448, cost so far 6642
end of batch....9449, cost so far 6642
end of batch....9450, cost so far 6642
end of batch....9451, cost so far 6642
end of batch....9452, cost so far 6642
end of batch....9453, cost so far 6642
end of batch....9454, cost so far 6642
end of batch....9455, cost so far 6642
end of batch....9456, cost so far 6642
end of batch....9457, cost so far 6642
end of batch....9458, cost so far 6642
end of batch....9459, cost so far 6642
end of batch....9460, cost so far 6642
end of batch....9461, cost so far 6642
end of batch....9462, cost so far 6642
end of batch....9463, cost so far 6642
end of batch....9464, cost so far 6642
end of batch....9465, cost so far 6642
end of batch....9466, cost so far 6642
end of batch....9467, cost so far 6642
end of batch....9468, cost so far 6642
end of batch....9469, cost so far 6642
end of batch....9470, cost so far 6642
end of batch....9471, cost so far 6642
end of batch....9472, cost so far 6642
end of batch....9473, cost so far 6642
end of batch....9474, cost so far 6642
end of batch....9475, cost so far 6642
end of batch....9476, cost so far 6642
end of batch....9477, cost so far 6642
end of batch....9478, cost so far 6642
end of batch....9479, cost so far 6642
end of batch....9480, cost so far 6642
end of batch....9481, cost so far 6642
end of batch....9482, cost so far 6642
end of batch....9483, cost so far 6642
end of batch....9484, cost so far 6642
end of batch....9485, cost so far 6642
end of batch....9486, cost so far 6642
end of batch....9487, cost so far 6642
end of batch....9488, cost so far 6642
end of batch....9489, cost so far 6642
end of batch....9490, cost so far 6642
end of batch....9491, cost so far 6642
end of batch....9492, cost so far 6642
end of batch....9493, cost so far 6642
end of batch....9494, cost so far 6642
end of batch....9495, cost so far 6642
end of batch....9496, cost so far 6642
end of batch....9497, cost so far 6642
end of batch....9498, cost so far 6642
end of batch....9499, cost so far 6642
end of batch....9500, cost so far 6642
end of batch....9501, cost so far 6642
end of batch....9502, cost so far 6642
end of batch....9503, cost so far 6642
end of batch....9504, cost so far 6642
end of batch....9505, cost so far 6642
end of batch....9506, cost so far 6642
end of batch....9507, cost so far 6642
end of batch....9508, cost so far 6642
end of batch....9509, cost so far 6642
end of batch....9510, cost so far 6642
end of batch....9511, cost so far 6642
end of batch....9512, cost so far 6642
end of batch....9513, cost so far 6642
end of batch....9514, cost so far 6642
end of batch....9515, cost so far 6642
end of batch....9516, cost so far 6642
end of batch....9517, cost so far 6642
end of batch....9518, cost so far 6642
end of batch....9519, cost so far 6642
end of batch....9520, cost so far 6642
end of batch....9521, cost so far 6642
end of batch....9522, cost so far 6642
end of batch....9523, cost so far 6642
end of batch....9524, cost so far 6642
end of batch....9525, cost so far 6642
end of batch....9526, cost so far 6642
end of batch....9527, cost so far 6642
end of batch....9528, cost so far 6642
end of batch....9529, cost so far 6642
end of batch....9530, cost so far 6642
end of batch....9531, cost so far 6642
end of batch....9532, cost so far 6642
end of batch....9533, cost so far 6642
end of batch....9534, cost so far 6642
end of batch....9535, cost so far 6642
end of batch....9536, cost so far 6642
end of batch....9537, cost so far 6642
end of batch....9538, cost so far 6642
end of batch....9539, cost so far 6642
end of batch....9540, cost so far 6642
end of batch....9541, cost so far 6642
end of batch....9542, cost so far 6642
end of batch....9543, cost so far 6642
end of batch....9544, cost so far 6642
end of batch....9545, cost so far 6642
end of batch....9546, cost so far 6642
end of batch....9547, cost so far 6642
end of batch....9548, cost so far 6642
end of batch....9549, cost so far 6642
end of batch....9550, cost so far 6642
end of batch....9551, cost so far 6642
end of batch....9552, cost so far 6642
end of batch....9553, cost so far 6642
end of batch....9554, cost so far 6642
end of batch....9555, cost so far 6642
end of batch....9556, cost so far 6642
end of batch....9557, cost so far 6642
end of batch....9558, cost so far 6642
end of batch....9559, cost so far 6642
end of batch....9560, cost so far 6642
end of batch....9561, cost so far 6642
end of batch....9562, cost so far 6642
end of batch....9563, cost so far 6642
end of batch....9564, cost so far 6642
end of batch....9565, cost so far 6642
end of batch....9566, cost so far 6642
end of batch....9567, cost so far 6642
end of batch....9568, cost so far 6642
end of batch....9569, cost so far 6642
end of batch....9570, cost so far 6642
end of batch....9571, cost so far 6642
end of batch....9572, cost so far 6642
end of batch....9573, cost so far 6642
end of batch....9574, cost so far 6642
end of batch....9575, cost so far 6642
end of batch....9576, cost so far 6642
end of batch....9577, cost so far 6642
end of batch....9578, cost so far 6642
end of batch....9579, cost so far 6642
end of batch....9580, cost so far 6642
end of batch....9581, cost so far 6642
end of batch....9582, cost so far 6642
end of batch....9583, cost so far 6642
end of batch....9584, cost so far 6642
end of batch....9585, cost so far 6642
end of batch....9586, cost so far 6642
end of batch....9587, cost so far 6642
end of batch....9588, cost so far 6642
end of batch....9589, cost so far 6642
end of batch....9590, cost so far 6642
end of batch....9591, cost so far 6642
end of batch....9592, cost so far 6642
end of batch....9593, cost so far 6642
end of batch....9594, cost so far 6642
end of batch....9595, cost so far 6642
end of batch....9596, cost so far 6642
end of batch....9597, cost so far 6642
end of batch....9598, cost so far 6642
end of batch....9599, cost so far 6642
end of batch....9600, cost so far 6642
end of batch....9601, cost so far 6642
end of batch....9602, cost so far 6642
end of batch....9603, cost so far 6642
end of batch....9604, cost so far 6642
end of batch....9605, cost so far 6642
end of batch....9606, cost so far 6642
end of batch....9607, cost so far 6642
end of batch....9608, cost so far 6642
end of batch....9609, cost so far 6642
end of batch....9610, cost so far 6642
end of batch....9611, cost so far 6642
end of batch....9612, cost so far 6642
end of batch....9613, cost so far 6642
end of batch....9614, cost so far 6642
end of batch....9615, cost so far 6642
end of batch....9616, cost so far 6642
end of batch....9617, cost so far 6642
end of batch....9618, cost so far 6642
end of batch....9619, cost so far 6642
end of batch....9620, cost so far 6642
end of batch....9621, cost so far 6642
end of batch....9622, cost so far 6642
end of batch....9623, cost so far 6642
end of batch....9624, cost so far 6642
end of batch....9625, cost so far 6642
end of batch....9626, cost so far 6642
end of batch....9627, cost so far 6642
end of batch....9628, cost so far 6642
end of batch....9629, cost so far 6642
end of batch....9630, cost so far 6642
end of batch....9631, cost so far 6642
end of batch....9632, cost so far 6642
end of batch....9633, cost so far 6642
end of batch....9634, cost so far 6642
end of batch....9635, cost so far 6642
end of batch....9636, cost so far 6642
end of batch....9637, cost so far 6642
end of batch....9638, cost so far 6642
end of batch....9639, cost so far 6642
end of batch....9640, cost so far 6642
end of batch....9641, cost so far 6642
end of batch....9642, cost so far 6642
end of batch....9643, cost so far 6642
end of batch....9644, cost so far 6642
end of batch....9645, cost so far 6642
end of batch....9646, cost so far 6642
end of batch....9647, cost so far 6642
