end of batch....0, cost so far 4560
end of batch....2684, cost so far 1492
end of batch....2685, cost so far 1492
end of batch....2686, cost so far 1492
end of batch....2687, cost so far 1492
end of batch....2688, cost so far 1492
end of batch....2689, cost so far 1492
end of batch....2690, cost so far 1492
end of batch....2691, cost so far 1492
end of batch....2692, cost so far 1492
end of batch....2693, cost so far 1492
end of batch....2694, cost so far 1492
end of batch....2695, cost so far 1492
end of batch....2696, cost so far 1492
end of batch....2697, cost so far 1492
end of batch....2698, cost so far 1492
end of batch....2699, cost so far 1492
end of batch....2700, cost so far 1492
end of batch....2701, cost so far 1492
end of batch....2702, cost so far 1492
end of batch....2703, cost so far 1492
end of batch....2704, cost so far 1492
end of batch....2705, cost so far 1492
end of batch....2706, cost so far 1492
end of batch....2707, cost so far 1492
end of batch....2708, cost so far 1492
end of batch....2709, cost so far 1492
end of batch....2710, cost so far 1492
end of batch....2711, cost so far 1492
end of batch....2712, cost so far 1492
end of batch....2713, cost so far 1492
end of batch....2714, cost so far 1492
end of batch....2715, cost so far 1492
end of batch....2716, cost so far 1492
end of batch....2717, cost so far 1492
end of batch....2718, cost so far 1492
end of batch....2719, cost so far 1492
end of batch....2720, cost so far 1492
end of batch....2721, cost so far 1492
end of batch....2722, cost so far 1492
end of batch....2723, cost so far 1492
end of batch....2724, cost so far 1492
end of batch....2725, cost so far 1492
end of batch....2726, cost so far 1492
end of batch....2727, cost so far 1492
end of batch....2728, cost so far 1492
end of batch....2729, cost so far 1492
end of batch....2730, cost so far 1492
end of batch....2731, cost so far 1492
end of batch....2732, cost so far 1492
end of batch....2733, cost so far 1492
end of batch....2734, cost so far 1492
end of batch....2735, cost so far 1492
end of batch....2736, cost so far 1492
end of batch....2737, cost so far 1492
end of batch....2738, cost so far 1492
end of batch....2739, cost so far 1492
end of batch....2740, cost so far 1492
end of batch....2741, cost so far 1492
end of batch....2742, cost so far 1492
end of batch....2743, cost so far 1492
end of batch....2744, cost so far 1492
end of batch....2745, cost so far 1492
end of batch....2746, cost so far 1492
end of batch....2747, cost so far 1492
end of batch....2748, cost so far 1492
end of batch....2749, cost so far 1492
end of batch....2750, cost so far 1492
end of batch....2751, cost so far 1492
end of batch....2752, cost so far 1492
end of batch....2753, cost so far 1492
end of batch....2754, cost so far 1492
end of batch....2755, cost so far 1492
end of batch....2756, cost so far 1492
end of batch....2757, cost so far 1492
end of batch....2758, cost so far 1492
end of batch....2759, cost so far 1492
end of batch....2760, cost so far 1492
end of batch....2761, cost so far 1492
end of batch....2762, cost so far 1492
end of batch....2763, cost so far 1492
end of batch....2764, cost so far 1492
end of batch....2765, cost so far 1492
end of batch....2766, cost so far 1492
end of batch....2767, cost so far 1492
end of batch....2768, cost so far 1492
end of batch....2769, cost so far 1492
end of batch....2770, cost so far 1492
end of batch....2771, cost so far 1492
end of batch....2772, cost so far 1492
end of batch....2773, cost so far 1492
end of batch....2774, cost so far 1492
end of batch....2775, cost so far 1492
end of batch....2776, cost so far 1492
end of batch....2777, cost so far 1492
end of batch....2778, cost so far 1492
end of batch....2779, cost so far 1492
end of batch....2780, cost so far 1492
end of batch....2781, cost so far 1492
end of batch....2782, cost so far 1492
end of batch....2783, cost so far 1492
end of batch....2784, cost so far 1492
end of batch....2785, cost so far 1492
end of batch....2786, cost so far 1492
end of batch....2787, cost so far 1492
end of batch....2788, cost so far 1492
end of batch....2789, cost so far 1492
end of batch....2790, cost so far 1492
end of batch....2791, cost so far 1492
end of batch....2792, cost so far 1492
end of batch....2793, cost so far 1492
end of batch....2794, cost so far 1492
end of batch....2795, cost so far 1492
end of batch....2796, cost so far 1492
end of batch....2797, cost so far 1492
end of batch....2798, cost so far 1492
end of batch....2799, cost so far 1492
end of batch....2800, cost so far 1492
end of batch....2801, cost so far 1492
end of batch....2802, cost so far 1492
end of batch....2803, cost so far 1492
end of batch....2804, cost so far 1492
end of batch....2805, cost so far 1492
end of batch....2806, cost so far 1492
end of batch....2807, cost so far 1492
end of batch....2808, cost so far 1492
end of batch....2809, cost so far 1492
end of batch....2810, cost so far 1492
end of batch....2811, cost so far 1492
end of batch....2812, cost so far 1492
end of batch....2813, cost so far 1492
end of batch....2814, cost so far 1492
end of batch....2815, cost so far 1492
end of batch....2816, cost so far 1492
end of batch....2817, cost so far 1492
end of batch....2818, cost so far 1492
end of batch....2819, cost so far 1492
end of batch....2820, cost so far 1492
end of batch....2821, cost so far 1492
end of batch....2822, cost so far 1492
end of batch....2823, cost so far 1492
end of batch....2824, cost so far 1492
end of batch....2825, cost so far 1492
end of batch....2826, cost so far 1492
end of batch....2827, cost so far 1492
end of batch....2828, cost so far 1492
end of batch....2829, cost so far 1492
end of batch....2830, cost so far 1492
end of batch....2831, cost so far 1492
end of batch....2832, cost so far 1492
end of batch....2833, cost so far 1492
end of batch....2834, cost so far 1492
end of batch....2835, cost so far 1492
end of batch....2836, cost so far 1492
end of batch....2837, cost so far 1492
end of batch....2838, cost so far 1492
end of batch....2839, cost so far 1492
end of batch....2840, cost so far 1492
end of batch....2841, cost so far 1492
end of batch....2842, cost so far 1492
end of batch....2843, cost so far 1492
end of batch....2844, cost so far 1492
end of batch....2845, cost so far 1492
end of batch....2846, cost so far 1492
end of batch....2847, cost so far 1492
end of batch....2848, cost so far 1492
end of batch....2849, cost so far 1492
end of batch....2850, cost so far 1492
end of batch....2851, cost so far 1492
end of batch....2852, cost so far 1492
end of batch....2853, cost so far 1492
end of batch....2854, cost so far 1492
end of batch....2855, cost so far 1492
end of batch....2856, cost so far 1492
end of batch....2857, cost so far 1492
end of batch....2858, cost so far 1492
end of batch....2859, cost so far 1492
end of batch....2860, cost so far 1492
end of batch....2861, cost so far 1492
end of batch....2862, cost so far 1492
end of batch....2863, cost so far 1492
end of batch....2864, cost so far 1492
end of batch....2865, cost so far 1492
end of batch....2866, cost so far 1492
end of batch....2867, cost so far 1492
end of batch....2868, cost so far 1492
end of batch....2869, cost so far 1492
end of batch....2870, cost so far 1492
end of batch....2871, cost so far 1492
end of batch....2872, cost so far 1492
end of batch....2873, cost so far 1492
end of batch....2874, cost so far 1492
end of batch....2875, cost so far 1492
end of batch....2876, cost so far 1492
end of batch....2877, cost so far 1492
end of batch....2878, cost so far 1492
end of batch....2879, cost so far 1492
end of batch....2880, cost so far 1492
end of batch....2881, cost so far 1492
end of batch....2882, cost so far 1492
end of batch....2883, cost so far 1492
end of batch....2884, cost so far 1492
end of batch....2885, cost so far 1492
end of batch....2886, cost so far 1492
end of batch....2887, cost so far 1492
end of batch....2888, cost so far 1492
end of batch....2889, cost so far 1492
end of batch....2890, cost so far 1492
end of batch....2891, cost so far 1492
end of batch....2892, cost so far 1492
end of batch....2893, cost so far 1492
end of batch....2894, cost so far 1492
end of batch....2895, cost so far 1492
end of batch....2896, cost so far 1492
end of batch....2897, cost so far 1492
end of batch....2898, cost so far 1492
end of batch....2899, cost so far 1492
end of batch....2900, cost so far 1492
end of batch....2901, cost so far 1492
end of batch....2902, cost so far 1492
end of batch....2903, cost so far 1492
end of batch....2904, cost so far 1492
end of batch....2905, cost so far 1492
end of batch....2906, cost so far 1492
end of batch....2907, cost so far 1492
end of batch....2908, cost so far 1492
end of batch....2909, cost so far 1492
end of batch....2910, cost so far 1492
end of batch....2911, cost so far 1492
end of batch....2912, cost so far 1492
end of batch....2913, cost so far 1492
end of batch....2914, cost so far 1492
end of batch....2915, cost so far 1492
end of batch....2916, cost so far 1492
end of batch....2917, cost so far 1492
end of batch....2918, cost so far 1492
end of batch....2919, cost so far 1492
end of batch....2920, cost so far 1492
end of batch....2921, cost so far 1492
end of batch....2922, cost so far 1492
end of batch....2923, cost so far 1492
end of batch....2924, cost so far 1492
end of batch....2925, cost so far 1492
end of batch....2926, cost so far 1492
end of batch....2927, cost so far 1492
end of batch....2928, cost so far 1492
end of batch....2929, cost so far 1492
end of batch....2930, cost so far 1492
end of batch....2931, cost so far 1492
end of batch....2932, cost so far 1492
end of batch....2933, cost so far 1492
end of batch....2934, cost so far 1492
end of batch....2935, cost so far 1492
end of batch....2936, cost so far 1492
end of batch....2937, cost so far 1492
end of batch....2938, cost so far 1492
end of batch....2939, cost so far 1492
end of batch....2940, cost so far 1492
end of batch....2941, cost so far 1492
end of batch....2942, cost so far 1492
end of batch....2943, cost so far 1492
end of batch....2944, cost so far 1492
end of batch....2945, cost so far 1492
end of batch....2946, cost so far 1492
end of batch....2947, cost so far 1492
end of batch....2948, cost so far 1492
end of batch....2949, cost so far 1492
end of batch....2950, cost so far 1492
end of batch....2951, cost so far 1492
end of batch....2952, cost so far 1492
end of batch....2953, cost so far 1492
end of batch....2954, cost so far 1492
end of batch....2955, cost so far 1492
end of batch....2956, cost so far 1492
end of batch....2957, cost so far 1492
end of batch....2958, cost so far 1492
end of batch....2959, cost so far 1492
end of batch....2960, cost so far 1492
end of batch....2961, cost so far 1492
end of batch....2962, cost so far 1492
end of batch....2963, cost so far 1492
end of batch....2964, cost so far 1492
end of batch....2965, cost so far 1492
end of batch....2966, cost so far 1492
end of batch....2967, cost so far 1492
end of batch....2968, cost so far 1492
end of batch....2969, cost so far 1492
end of batch....2970, cost so far 1492
end of batch....2971, cost so far 1492
end of batch....2972, cost so far 1492
end of batch....2973, cost so far 1492
end of batch....2974, cost so far 1492
end of batch....2975, cost so far 1492
end of batch....2976, cost so far 1492
end of batch....2977, cost so far 1492
end of batch....2978, cost so far 1492
end of batch....2979, cost so far 1492
end of batch....2980, cost so far 1492
end of batch....2981, cost so far 1492
end of batch....2982, cost so far 1492
end of batch....2983, cost so far 1492
end of batch....2984, cost so far 1492
end of batch....2985, cost so far 1492
end of batch....2986, cost so far 1492
end of batch....2987, cost so far 1492
end of batch....2988, cost so far 1492
end of batch....2989, cost so far 1492
end of batch....2990, cost so far 1492
end of batch....2991, cost so far 1492
end of batch....2992, cost so far 1492
end of batch....2993, cost so far 1492
end of batch....2994, cost so far 1492
end of batch....2995, cost so far 1492
end of batch....2996, cost so far 1492
end of batch....2997, cost so far 1492
end of batch....2998, cost so far 1492
end of batch....2999, cost so far 1492
end of batch....3000, cost so far 1492
end of batch....3001, cost so far 1492
end of batch....3002, cost so far 1492
end of batch....3003, cost so far 1492
end of batch....3004, cost so far 1492
end of batch....3005, cost so far 1492
end of batch....3006, cost so far 1492
end of batch....3007, cost so far 1492
end of batch....3008, cost so far 1492
end of batch....3009, cost so far 1492
end of batch....3010, cost so far 1492
end of batch....3011, cost so far 1492
end of batch....3012, cost so far 1492
end of batch....3013, cost so far 1492
end of batch....3014, cost so far 1492
end of batch....3015, cost so far 1492
end of batch....3016, cost so far 1492
end of batch....3017, cost so far 1492
end of batch....3018, cost so far 1492
end of batch....3019, cost so far 1492
end of batch....3020, cost so far 1492
end of batch....3021, cost so far 1492
end of batch....3022, cost so far 1492
end of batch....3023, cost so far 1492
end of batch....3024, cost so far 1492
end of batch....3025, cost so far 1492
end of batch....3026, cost so far 1492
end of batch....3027, cost so far 1492
end of batch....3028, cost so far 1492
end of batch....3029, cost so far 1492
end of batch....3030, cost so far 1492
end of batch....3031, cost so far 1492
end of batch....3032, cost so far 1492
end of batch....3033, cost so far 1492
end of batch....3034, cost so far 1492
end of batch....3035, cost so far 1492
end of batch....3036, cost so far 1492
end of batch....3037, cost so far 1492
end of batch....3038, cost so far 1492
end of batch....3039, cost so far 1492
end of batch....3040, cost so far 1492
end of batch....3041, cost so far 1492
end of batch....3042, cost so far 1492
end of batch....3043, cost so far 1492
end of batch....3044, cost so far 1492
end of batch....3045, cost so far 1492
end of batch....3046, cost so far 1492
end of batch....3047, cost so far 1492
end of batch....3048, cost so far 1492
end of batch....3049, cost so far 1492
end of batch....3050, cost so far 1492
end of batch....3051, cost so far 1492
end of batch....3052, cost so far 1492
end of batch....3053, cost so far 1492
end of batch....3054, cost so far 1492
end of batch....3055, cost so far 1492
end of batch....3056, cost so far 1492
end of batch....3057, cost so far 1492
end of batch....3058, cost so far 1492
end of batch....3059, cost so far 1492
end of batch....3060, cost so far 1492
end of batch....3061, cost so far 1492
end of batch....3062, cost so far 1492
end of batch....3063, cost so far 1492
end of batch....3064, cost so far 1492
end of batch....3065, cost so far 1492
end of batch....3066, cost so far 1492
end of batch....3067, cost so far 1492
end of batch....3068, cost so far 1492
end of batch....3069, cost so far 1492
end of batch....3070, cost so far 1492
end of batch....3071, cost so far 1492
end of batch....3072, cost so far 1492
end of batch....3073, cost so far 1492
end of batch....3074, cost so far 1492
end of batch....3075, cost so far 1492
end of batch....3076, cost so far 1492
end of batch....3077, cost so far 1492
end of batch....3078, cost so far 1492
end of batch....3079, cost so far 1492
end of batch....3080, cost so far 1492
end of batch....3081, cost so far 1492
end of batch....3082, cost so far 1492
end of batch....3083, cost so far 1492
end of batch....3084, cost so far 1492
end of batch....3085, cost so far 1492
end of batch....3086, cost so far 1492
end of batch....3087, cost so far 1492
end of batch....3088, cost so far 1492
end of batch....3089, cost so far 1492
end of batch....3090, cost so far 1492
end of batch....3091, cost so far 1492
end of batch....3092, cost so far 1492
end of batch....3093, cost so far 1492
end of batch....3094, cost so far 1492
end of batch....3095, cost so far 1492
end of batch....3096, cost so far 1492
end of batch....3097, cost so far 1492
end of batch....3098, cost so far 1492
end of batch....3099, cost so far 1492
end of batch....3100, cost so far 1492
end of batch....3101, cost so far 1492
end of batch....3102, cost so far 1492
end of batch....3103, cost so far 1492
end of batch....3104, cost so far 1492
end of batch....3105, cost so far 1492
end of batch....3106, cost so far 1492
end of batch....3107, cost so far 1492
end of batch....3108, cost so far 1492
end of batch....3109, cost so far 1492
end of batch....3110, cost so far 1492
end of batch....3111, cost so far 1492
end of batch....3112, cost so far 1492
end of batch....3113, cost so far 1492
end of batch....3114, cost so far 1492
end of batch....3115, cost so far 1492
end of batch....3116, cost so far 1492
end of batch....3117, cost so far 1492
end of batch....3118, cost so far 1492
end of batch....3119, cost so far 1492
end of batch....3120, cost so far 1492
end of batch....3121, cost so far 1492
end of batch....3122, cost so far 1492
end of batch....3123, cost so far 1492
end of batch....3124, cost so far 1492
end of batch....3125, cost so far 1492
end of batch....3126, cost so far 1492
end of batch....3127, cost so far 1492
end of batch....3128, cost so far 1492
end of batch....3129, cost so far 1492
end of batch....3130, cost so far 1492
end of batch....3131, cost so far 1492
end of batch....3132, cost so far 1492
end of batch....3133, cost so far 1492
end of batch....3134, cost so far 1492
end of batch....3135, cost so far 1492
end of batch....3136, cost so far 1492
end of batch....3137, cost so far 1492
end of batch....3138, cost so far 1492
end of batch....3139, cost so far 1492
end of batch....3140, cost so far 1492
end of batch....3141, cost so far 1492
end of batch....3142, cost so far 1492
end of batch....3143, cost so far 1492
end of batch....3144, cost so far 1492
end of batch....3145, cost so far 1492
end of batch....3146, cost so far 1492
end of batch....3147, cost so far 1492
end of batch....3148, cost so far 1492
end of batch....3149, cost so far 1492
end of batch....3150, cost so far 1492
end of batch....3151, cost so far 1492
end of batch....3152, cost so far 1492
end of batch....3153, cost so far 1492
end of batch....3154, cost so far 1492
end of batch....3155, cost so far 1492
end of batch....3156, cost so far 1492
end of batch....3157, cost so far 1492
end of batch....3158, cost so far 1492
end of batch....3159, cost so far 1492
end of batch....3160, cost so far 1492
end of batch....3161, cost so far 1492
end of batch....3162, cost so far 1492
end of batch....3163, cost so far 1492
end of batch....3164, cost so far 1492
end of batch....3165, cost so far 1492
end of batch....3166, cost so far 1492
end of batch....3167, cost so far 1492
end of batch....3168, cost so far 1492
end of batch....3169, cost so far 1492
end of batch....3170, cost so far 1492
end of batch....3171, cost so far 1492
end of batch....3172, cost so far 1492
end of batch....3173, cost so far 1492
end of batch....3174, cost so far 1492
end of batch....3175, cost so far 1492
end of batch....3176, cost so far 1492
end of batch....3177, cost so far 1492
end of batch....3178, cost so far 1492
end of batch....3179, cost so far 1492
end of batch....3180, cost so far 1492
end of batch....3181, cost so far 1492
end of batch....3182, cost so far 1492
end of batch....3183, cost so far 1492
end of batch....3184, cost so far 1492
end of batch....3185, cost so far 1492
end of batch....3186, cost so far 1492
end of batch....3187, cost so far 1492
end of batch....3188, cost so far 1492
end of batch....3189, cost so far 1492
end of batch....3190, cost so far 1492
end of batch....3191, cost so far 1492
end of batch....3192, cost so far 1492
end of batch....3193, cost so far 1492
end of batch....3194, cost so far 1492
end of batch....3195, cost so far 1492
end of batch....3196, cost so far 1492
end of batch....3197, cost so far 1492
end of batch....3198, cost so far 1492
end of batch....3199, cost so far 1492
end of batch....3200, cost so far 1492
end of batch....3201, cost so far 1492
end of batch....3202, cost so far 1492
end of batch....3203, cost so far 1492
end of batch....3204, cost so far 1492
end of batch....3205, cost so far 1492
end of batch....3206, cost so far 1492
end of batch....3207, cost so far 1492
end of batch....3208, cost so far 1492
end of batch....3209, cost so far 1492
end of batch....3210, cost so far 1492
end of batch....3211, cost so far 1492
end of batch....3212, cost so far 1492
end of batch....3213, cost so far 1492
end of batch....3214, cost so far 1492
end of batch....3215, cost so far 1492
end of batch....3216, cost so far 1492
end of batch....3217, cost so far 1492
end of batch....3218, cost so far 1492
end of batch....3219, cost so far 1492
end of batch....3220, cost so far 1492
end of batch....3221, cost so far 1492
end of batch....3222, cost so far 1492
end of batch....3223, cost so far 1492
end of batch....3224, cost so far 1492
end of batch....3225, cost so far 1492
end of batch....3226, cost so far 1492
end of batch....3227, cost so far 1492
end of batch....3228, cost so far 1492
end of batch....3229, cost so far 1492
end of batch....3230, cost so far 1492
end of batch....3231, cost so far 1492
end of batch....3232, cost so far 1492
end of batch....3233, cost so far 1492
end of batch....3234, cost so far 1492
end of batch....3235, cost so far 1492
end of batch....3236, cost so far 1492
end of batch....3237, cost so far 1492
end of batch....3238, cost so far 1492
end of batch....3239, cost so far 1492
end of batch....3240, cost so far 1492
end of batch....3241, cost so far 1492
end of batch....3242, cost so far 1492
end of batch....3243, cost so far 1492
end of batch....3244, cost so far 1492
end of batch....3245, cost so far 1492
end of batch....3246, cost so far 1492
end of batch....3247, cost so far 1492
end of batch....3248, cost so far 1492
end of batch....3249, cost so far 1492
end of batch....3250, cost so far 1492
end of batch....3251, cost so far 1492
end of batch....3252, cost so far 1492
end of batch....3253, cost so far 1492
end of batch....3254, cost so far 1492
end of batch....3255, cost so far 1492
end of batch....3256, cost so far 1492
end of batch....3257, cost so far 1492
end of batch....3258, cost so far 1492
end of batch....3259, cost so far 1492
end of batch....3260, cost so far 1492
end of batch....3261, cost so far 1492
end of batch....3262, cost so far 1492
end of batch....3263, cost so far 1492
end of batch....3264, cost so far 1492
end of batch....3265, cost so far 1492
end of batch....3266, cost so far 1492
end of batch....3267, cost so far 1492
end of batch....3268, cost so far 1492
end of batch....3269, cost so far 1492
end of batch....3270, cost so far 1492
end of batch....3271, cost so far 1492
end of batch....3272, cost so far 1492
end of batch....3273, cost so far 1492
end of batch....3274, cost so far 1492
end of batch....3275, cost so far 1492
end of batch....3276, cost so far 1492
end of batch....3277, cost so far 1492
end of batch....3278, cost so far 1492
end of batch....3279, cost so far 1492
end of batch....3280, cost so far 1492
end of batch....3281, cost so far 1492
end of batch....3282, cost so far 1492
end of batch....3283, cost so far 1492
end of batch....3284, cost so far 1492
end of batch....3285, cost so far 1492
end of batch....3286, cost so far 1492
end of batch....3287, cost so far 1492
end of batch....3288, cost so far 1492
end of batch....3289, cost so far 1492
end of batch....3290, cost so far 1492
end of batch....3291, cost so far 1492
end of batch....3292, cost so far 1492
end of batch....3293, cost so far 1492
end of batch....3294, cost so far 1492
end of batch....3295, cost so far 1492
end of batch....3296, cost so far 1492
end of batch....3297, cost so far 1492
end of batch....3298, cost so far 1492
end of batch....3299, cost so far 1492
end of batch....3300, cost so far 1492
end of batch....3301, cost so far 1492
end of batch....3302, cost so far 1492
end of batch....3303, cost so far 1492
end of batch....3304, cost so far 1492
end of batch....3305, cost so far 1492
end of batch....3306, cost so far 1492
end of batch....3307, cost so far 1492
end of batch....3308, cost so far 1492
end of batch....3309, cost so far 1492
end of batch....3310, cost so far 1492
end of batch....3311, cost so far 1492
end of batch....3312, cost so far 1492
end of batch....3313, cost so far 1492
end of batch....3314, cost so far 1492
end of batch....3315, cost so far 1492
end of batch....3316, cost so far 1492
end of batch....3317, cost so far 1492
end of batch....3318, cost so far 1492
end of batch....3319, cost so far 1492
end of batch....3320, cost so far 1492
end of batch....3321, cost so far 1492
end of batch....3322, cost so far 1492
end of batch....3323, cost so far 1492
end of batch....3324, cost so far 1492
end of batch....3325, cost so far 1492
end of batch....3326, cost so far 1492
end of batch....3327, cost so far 1492
end of batch....3328, cost so far 1492
end of batch....3329, cost so far 1492
end of batch....3330, cost so far 1492
end of batch....3331, cost so far 1492
end of batch....3332, cost so far 1492
end of batch....3333, cost so far 1492
end of batch....3334, cost so far 1492
end of batch....3335, cost so far 1492
end of batch....3336, cost so far 1492
end of batch....3337, cost so far 1492
end of batch....3338, cost so far 1492
end of batch....3339, cost so far 1492
end of batch....3340, cost so far 1492
end of batch....3341, cost so far 1492
end of batch....3342, cost so far 1492
end of batch....3343, cost so far 1492
end of batch....3344, cost so far 1492
end of batch....3345, cost so far 1492
end of batch....3346, cost so far 1492
end of batch....3347, cost so far 1492
end of batch....3348, cost so far 1492
end of batch....3349, cost so far 1492
end of batch....3350, cost so far 1492
end of batch....3351, cost so far 1492
end of batch....3352, cost so far 1492
end of batch....3353, cost so far 1492
end of batch....3354, cost so far 1492
end of batch....3355, cost so far 1492
end of batch....3356, cost so far 1492
end of batch....3357, cost so far 1492
end of batch....3358, cost so far 1492
end of batch....3359, cost so far 1492
end of batch....3360, cost so far 1492
end of batch....3361, cost so far 1492
end of batch....3362, cost so far 1492
end of batch....3363, cost so far 1492
end of batch....3364, cost so far 1492
end of batch....3365, cost so far 1492
end of batch....3366, cost so far 1492
end of batch....3367, cost so far 1492
end of batch....3368, cost so far 1492
end of batch....3369, cost so far 1492
end of batch....3370, cost so far 1492
end of batch....3371, cost so far 1492
end of batch....3372, cost so far 1492
end of batch....3373, cost so far 1492
end of batch....3374, cost so far 1492
end of batch....3375, cost so far 1492
end of batch....3376, cost so far 1492
end of batch....3377, cost so far 1492
end of batch....3378, cost so far 1492
end of batch....3379, cost so far 1492
end of batch....3380, cost so far 1492
end of batch....3381, cost so far 1492
end of batch....3382, cost so far 1492
end of batch....3383, cost so far 1492
end of batch....3384, cost so far 1492
end of batch....3385, cost so far 1492
end of batch....3386, cost so far 1492
end of batch....3387, cost so far 1492
end of batch....3388, cost so far 1492
end of batch....3389, cost so far 1492
end of batch....3390, cost so far 1492
end of batch....3391, cost so far 1492
end of batch....3392, cost so far 1492
end of batch....3393, cost so far 1492
end of batch....3394, cost so far 1492
end of batch....3395, cost so far 1492
end of batch....3396, cost so far 1492
end of batch....3397, cost so far 1492
end of batch....3398, cost so far 1492
end of batch....3399, cost so far 1492
end of batch....3400, cost so far 1492
end of batch....3401, cost so far 1492
end of batch....3402, cost so far 1492
end of batch....3403, cost so far 1492
end of batch....3404, cost so far 1492
end of batch....3405, cost so far 1492
end of batch....3406, cost so far 1492
end of batch....3407, cost so far 1492
end of batch....3408, cost so far 1492
end of batch....3409, cost so far 1492
end of batch....3410, cost so far 1492
end of batch....3411, cost so far 1492
end of batch....3412, cost so far 1492
end of batch....3413, cost so far 1492
end of batch....3414, cost so far 1492
end of batch....3415, cost so far 1492
end of batch....3416, cost so far 1492
end of batch....3417, cost so far 1492
end of batch....3418, cost so far 1492
end of batch....3419, cost so far 1492
end of batch....3420, cost so far 1492
end of batch....3421, cost so far 1492
end of batch....3422, cost so far 1492
end of batch....3423, cost so far 1492
end of batch....3424, cost so far 1492
end of batch....3425, cost so far 1492
end of batch....3426, cost so far 1492
end of batch....3427, cost so far 1492
end of batch....3428, cost so far 1492
end of batch....3429, cost so far 1492
end of batch....3430, cost so far 1492
end of batch....3431, cost so far 1492
end of batch....3432, cost so far 1492
end of batch....3433, cost so far 1492
end of batch....3434, cost so far 1492
end of batch....3435, cost so far 1492
end of batch....3436, cost so far 1492
end of batch....3437, cost so far 1492
end of batch....3438, cost so far 1492
end of batch....3439, cost so far 1492
end of batch....3440, cost so far 1492
end of batch....3441, cost so far 1492
end of batch....3442, cost so far 1492
end of batch....3443, cost so far 1492
end of batch....3444, cost so far 1492
end of batch....3445, cost so far 1492
end of batch....3446, cost so far 1492
end of batch....3447, cost so far 1492
end of batch....3448, cost so far 1492
end of batch....3449, cost so far 1492
end of batch....3450, cost so far 1492
end of batch....3451, cost so far 1492
end of batch....3452, cost so far 1492
end of batch....3453, cost so far 1492
end of batch....3454, cost so far 1492
end of batch....3455, cost so far 1492
end of batch....3456, cost so far 1492
end of batch....3457, cost so far 1492
end of batch....3458, cost so far 1492
end of batch....3459, cost so far 1492
end of batch....3460, cost so far 1492
end of batch....3461, cost so far 1492
end of batch....3462, cost so far 1492
end of batch....3463, cost so far 1492
end of batch....3464, cost so far 1492
end of batch....3465, cost so far 1492
end of batch....3466, cost so far 1492
end of batch....3467, cost so far 1492
end of batch....3468, cost so far 1492
end of batch....3469, cost so far 1492
end of batch....3470, cost so far 1492
end of batch....3471, cost so far 1492
end of batch....3472, cost so far 1492
end of batch....3473, cost so far 1492
end of batch....3474, cost so far 1492
end of batch....3475, cost so far 1492
end of batch....3476, cost so far 1492
end of batch....3477, cost so far 1492
end of batch....3478, cost so far 1492
end of batch....3479, cost so far 1492
end of batch....3480, cost so far 1492
end of batch....3481, cost so far 1492
end of batch....3482, cost so far 1492
end of batch....3483, cost so far 1492
end of batch....3484, cost so far 1492
end of batch....3485, cost so far 1492
end of batch....3486, cost so far 1492
end of batch....3487, cost so far 1492
end of batch....3488, cost so far 1492
end of batch....3489, cost so far 1492
end of batch....3490, cost so far 1492
end of batch....3491, cost so far 1492
end of batch....3492, cost so far 1492
end of batch....3493, cost so far 1492
end of batch....3494, cost so far 1492
end of batch....3495, cost so far 1492
end of batch....3496, cost so far 1492
end of batch....3497, cost so far 1492
end of batch....3498, cost so far 1492
end of batch....3499, cost so far 1492
end of batch....3500, cost so far 1492
end of batch....3501, cost so far 1492
end of batch....3502, cost so far 1492
end of batch....3503, cost so far 1492
end of batch....3504, cost so far 1492
end of batch....3505, cost so far 1492
end of batch....3506, cost so far 1492
end of batch....3507, cost so far 1492
end of batch....3508, cost so far 1492
end of batch....3509, cost so far 1492
end of batch....3510, cost so far 1492
end of batch....3511, cost so far 1492
end of batch....3512, cost so far 1492
end of batch....3513, cost so far 1492
end of batch....3514, cost so far 1492
end of batch....3515, cost so far 1492
end of batch....3516, cost so far 1492
end of batch....3517, cost so far 1492
end of batch....3518, cost so far 1492
end of batch....3519, cost so far 1492
end of batch....3520, cost so far 1492
end of batch....3521, cost so far 1492
end of batch....3522, cost so far 1492
end of batch....3523, cost so far 1492
end of batch....3524, cost so far 1492
end of batch....3525, cost so far 1492
end of batch....3526, cost so far 1492
end of batch....3527, cost so far 1492
end of batch....3528, cost so far 1492
end of batch....3529, cost so far 1492
end of batch....3530, cost so far 1492
end of batch....3531, cost so far 1492
end of batch....3532, cost so far 1492
end of batch....3533, cost so far 1492
end of batch....3534, cost so far 1492
end of batch....3535, cost so far 1492
end of batch....3536, cost so far 1492
end of batch....3537, cost so far 1492
end of batch....3538, cost so far 1492
end of batch....3539, cost so far 1492
end of batch....3540, cost so far 1492
end of batch....3541, cost so far 1492
end of batch....3542, cost so far 1492
end of batch....3543, cost so far 1492
end of batch....3544, cost so far 1492
end of batch....3545, cost so far 1492
end of batch....3546, cost so far 1492
end of batch....3547, cost so far 1492
end of batch....3548, cost so far 1492
end of batch....3549, cost so far 1492
end of batch....3550, cost so far 1492
end of batch....3551, cost so far 1492
end of batch....3552, cost so far 1492
end of batch....3553, cost so far 1492
end of batch....3554, cost so far 1492
end of batch....3555, cost so far 1492
end of batch....3556, cost so far 1492
end of batch....3557, cost so far 1492
