end of batch....0, cost so far 13908
end of batch....45877, cost so far 11988
end of batch....45878, cost so far 11988
end of batch....45879, cost so far 11988
end of batch....45880, cost so far 11988
end of batch....45881, cost so far 11988
end of batch....45882, cost so far 11988
end of batch....45883, cost so far 11988
end of batch....45884, cost so far 11988
end of batch....45885, cost so far 11988
end of batch....45886, cost so far 11988
end of batch....45887, cost so far 11988
end of batch....45888, cost so far 11988
end of batch....45889, cost so far 11988
end of batch....45890, cost so far 11988
end of batch....45891, cost so far 11988
end of batch....45892, cost so far 11988
end of batch....45893, cost so far 11988
end of batch....45894, cost so far 11988
end of batch....45895, cost so far 11988
end of batch....45896, cost so far 11988
end of batch....45897, cost so far 11988
end of batch....45898, cost so far 11988
end of batch....45899, cost so far 11988
end of batch....45900, cost so far 11988
end of batch....45901, cost so far 11988
end of batch....45902, cost so far 11988
end of batch....45903, cost so far 11988
end of batch....45904, cost so far 11988
end of batch....45905, cost so far 11988
end of batch....45906, cost so far 11988
end of batch....45907, cost so far 11988
end of batch....45908, cost so far 11988
end of batch....45909, cost so far 11988
end of batch....45910, cost so far 11988
end of batch....45911, cost so far 11988
end of batch....45912, cost so far 11988
end of batch....45913, cost so far 11988
end of batch....45914, cost so far 11988
end of batch....45915, cost so far 11988
end of batch....45916, cost so far 11988
end of batch....45917, cost so far 11988
end of batch....45918, cost so far 11988
end of batch....45919, cost so far 11988
end of batch....45920, cost so far 11988
end of batch....45921, cost so far 11988
end of batch....45922, cost so far 11988
end of batch....45923, cost so far 11988
end of batch....45924, cost so far 11988
end of batch....45925, cost so far 11988
end of batch....45926, cost so far 11988
end of batch....45927, cost so far 11988
end of batch....45928, cost so far 11988
end of batch....45929, cost so far 11988
end of batch....45930, cost so far 11988
end of batch....45931, cost so far 11988
end of batch....45932, cost so far 11988
end of batch....45933, cost so far 11988
end of batch....45934, cost so far 11988
end of batch....45935, cost so far 11988
end of batch....45936, cost so far 11988
end of batch....45937, cost so far 11988
end of batch....45938, cost so far 11988
end of batch....45939, cost so far 11988
end of batch....45940, cost so far 11988
end of batch....45941, cost so far 11988
end of batch....45942, cost so far 11988
end of batch....45943, cost so far 11988
end of batch....45944, cost so far 11988
end of batch....45945, cost so far 11988
end of batch....45946, cost so far 11988
end of batch....45947, cost so far 11988
end of batch....45948, cost so far 11988
end of batch....45949, cost so far 11988
end of batch....45950, cost so far 11988
end of batch....45951, cost so far 11988
end of batch....45952, cost so far 11988
end of batch....45953, cost so far 11988
end of batch....45954, cost so far 11988
end of batch....45955, cost so far 11988
end of batch....45956, cost so far 11988
end of batch....45957, cost so far 11988
end of batch....45958, cost so far 11988
end of batch....45959, cost so far 11988
end of batch....45960, cost so far 11988
end of batch....45961, cost so far 11988
end of batch....45962, cost so far 11988
end of batch....45963, cost so far 11988
end of batch....45964, cost so far 11988
end of batch....45965, cost so far 11988
end of batch....45966, cost so far 11988
end of batch....45967, cost so far 11988
end of batch....45968, cost so far 11988
end of batch....45969, cost so far 11988
end of batch....45970, cost so far 11988
end of batch....45971, cost so far 11988
end of batch....45972, cost so far 11988
end of batch....45973, cost so far 11988
end of batch....45974, cost so far 11988
end of batch....45975, cost so far 11988
end of batch....45976, cost so far 11988
end of batch....45977, cost so far 11988
end of batch....45978, cost so far 11988
end of batch....45979, cost so far 11988
end of batch....45980, cost so far 11988
end of batch....45981, cost so far 11988
end of batch....45982, cost so far 11988
end of batch....45983, cost so far 11988
end of batch....45984, cost so far 11988
end of batch....45985, cost so far 11988
end of batch....45986, cost so far 11988
end of batch....45987, cost so far 11988
end of batch....45988, cost so far 11988
end of batch....45989, cost so far 11988
end of batch....45990, cost so far 11988
end of batch....45991, cost so far 11988
end of batch....45992, cost so far 11988
end of batch....45993, cost so far 11988
end of batch....45994, cost so far 11988
end of batch....45995, cost so far 11988
end of batch....45996, cost so far 11988
end of batch....45997, cost so far 11988
end of batch....45998, cost so far 11988
end of batch....45999, cost so far 11988
end of batch....46000, cost so far 11988
end of batch....46001, cost so far 11988
end of batch....46002, cost so far 11988
end of batch....46003, cost so far 11988
end of batch....46004, cost so far 11988
end of batch....46005, cost so far 11988
end of batch....46006, cost so far 11988
end of batch....46007, cost so far 11985
end of batch....46008, cost so far 11985
end of batch....46009, cost so far 11985
end of batch....46010, cost so far 11985
end of batch....46011, cost so far 11985
end of batch....46012, cost so far 11985
end of batch....46013, cost so far 11985
end of batch....46014, cost so far 11985
end of batch....46015, cost so far 11985
end of batch....46016, cost so far 11985
end of batch....46017, cost so far 11985
end of batch....46018, cost so far 11985
end of batch....46019, cost so far 11985
end of batch....46020, cost so far 11985
end of batch....46021, cost so far 11985
end of batch....46022, cost so far 11985
end of batch....46023, cost so far 11985
end of batch....46024, cost so far 11985
end of batch....46025, cost so far 11985
end of batch....46026, cost so far 11985
end of batch....46027, cost so far 11985
end of batch....46028, cost so far 11985
end of batch....46029, cost so far 11985
end of batch....46030, cost so far 11985
end of batch....46031, cost so far 11985
end of batch....46032, cost so far 11985
end of batch....46033, cost so far 11985
end of batch....46034, cost so far 11985
end of batch....46035, cost so far 11985
end of batch....46036, cost so far 11985
end of batch....46037, cost so far 11985
end of batch....46038, cost so far 11985
end of batch....46039, cost so far 11985
end of batch....46040, cost so far 11985
end of batch....46041, cost so far 11985
end of batch....46042, cost so far 11985
end of batch....46043, cost so far 11985
end of batch....46044, cost so far 11985
end of batch....46045, cost so far 11985
end of batch....46046, cost so far 11985
end of batch....46047, cost so far 11985
end of batch....46048, cost so far 11985
end of batch....46049, cost so far 11985
end of batch....46050, cost so far 11985
end of batch....46051, cost so far 11985
end of batch....46052, cost so far 11985
end of batch....46053, cost so far 11985
end of batch....46054, cost so far 11985
end of batch....46055, cost so far 11985
end of batch....46056, cost so far 11985
end of batch....46057, cost so far 11985
end of batch....46058, cost so far 11985
end of batch....46059, cost so far 11985
end of batch....46060, cost so far 11985
end of batch....46061, cost so far 11985
end of batch....46062, cost so far 11985
end of batch....46063, cost so far 11985
end of batch....46064, cost so far 11985
end of batch....46065, cost so far 11985
end of batch....46066, cost so far 11985
end of batch....46067, cost so far 11985
end of batch....46068, cost so far 11985
end of batch....46069, cost so far 11985
end of batch....46070, cost so far 11985
end of batch....46071, cost so far 11985
end of batch....46072, cost so far 11985
end of batch....46073, cost so far 11985
end of batch....46074, cost so far 11985
end of batch....46075, cost so far 11985
end of batch....46076, cost so far 11985
end of batch....46077, cost so far 11985
end of batch....46078, cost so far 11985
end of batch....46079, cost so far 11985
end of batch....46080, cost so far 11985
end of batch....46081, cost so far 11985
end of batch....46082, cost so far 11985
end of batch....46083, cost so far 11985
end of batch....46084, cost so far 11985
end of batch....46085, cost so far 11985
end of batch....46086, cost so far 11985
end of batch....46087, cost so far 11985
end of batch....46088, cost so far 11985
end of batch....46089, cost so far 11985
end of batch....46090, cost so far 11985
end of batch....46091, cost so far 11985
end of batch....46092, cost so far 11985
end of batch....46093, cost so far 11985
end of batch....46094, cost so far 11985
end of batch....46095, cost so far 11985
end of batch....46096, cost so far 11985
end of batch....46097, cost so far 11985
end of batch....46098, cost so far 11985
end of batch....46099, cost so far 11985
end of batch....46100, cost so far 11985
end of batch....46101, cost so far 11985
end of batch....46102, cost so far 11985
end of batch....46103, cost so far 11985
end of batch....46104, cost so far 11985
end of batch....46105, cost so far 11985
end of batch....46106, cost so far 11985
end of batch....46107, cost so far 11985
end of batch....46108, cost so far 11985
end of batch....46109, cost so far 11985
end of batch....46110, cost so far 11985
end of batch....46111, cost so far 11985
end of batch....46112, cost so far 11985
end of batch....46113, cost so far 11985
end of batch....46114, cost so far 11985
end of batch....46115, cost so far 11985
end of batch....46116, cost so far 11985
end of batch....46117, cost so far 11985
end of batch....46118, cost so far 11985
end of batch....46119, cost so far 11985
end of batch....46120, cost so far 11985
end of batch....46121, cost so far 11985
end of batch....46122, cost so far 11985
end of batch....46123, cost so far 11985
end of batch....46124, cost so far 11985
end of batch....46125, cost so far 11985
end of batch....46126, cost so far 11985
end of batch....46127, cost so far 11985
end of batch....46128, cost so far 11985
end of batch....46129, cost so far 11985
end of batch....46130, cost so far 11985
end of batch....46131, cost so far 11985
end of batch....46132, cost so far 11985
end of batch....46133, cost so far 11985
end of batch....46134, cost so far 11985
end of batch....46135, cost so far 11985
end of batch....46136, cost so far 11985
end of batch....46137, cost so far 11985
end of batch....46138, cost so far 11985
end of batch....46139, cost so far 11985
end of batch....46140, cost so far 11985
end of batch....46141, cost so far 11985
end of batch....46142, cost so far 11985
end of batch....46143, cost so far 11985
end of batch....46144, cost so far 11985
end of batch....46145, cost so far 11985
end of batch....46146, cost so far 11985
end of batch....46147, cost so far 11985
end of batch....46148, cost so far 11985
end of batch....46149, cost so far 11985
end of batch....46150, cost so far 11985
end of batch....46151, cost so far 11985
end of batch....46152, cost so far 11985
end of batch....46153, cost so far 11985
end of batch....46154, cost so far 11985
end of batch....46155, cost so far 11985
end of batch....46156, cost so far 11985
end of batch....46157, cost so far 11985
end of batch....46158, cost so far 11985
end of batch....46159, cost so far 11985
end of batch....46160, cost so far 11985
end of batch....46161, cost so far 11985
end of batch....46162, cost so far 11985
end of batch....46163, cost so far 11985
end of batch....46164, cost so far 11985
end of batch....46165, cost so far 11985
end of batch....46166, cost so far 11985
end of batch....46167, cost so far 11985
end of batch....46168, cost so far 11985
end of batch....46169, cost so far 11985
end of batch....46170, cost so far 11985
end of batch....46171, cost so far 11985
end of batch....46172, cost so far 11985
end of batch....46173, cost so far 11985
end of batch....46174, cost so far 11985
end of batch....46175, cost so far 11985
end of batch....46176, cost so far 11985
end of batch....46177, cost so far 11985
end of batch....46178, cost so far 11985
end of batch....46179, cost so far 11985
end of batch....46180, cost so far 11985
end of batch....46181, cost so far 11985
end of batch....46182, cost so far 11985
end of batch....46183, cost so far 11985
end of batch....46184, cost so far 11985
end of batch....46185, cost so far 11985
end of batch....46186, cost so far 11985
end of batch....46187, cost so far 11985
end of batch....46188, cost so far 11985
end of batch....46189, cost so far 11985
end of batch....46190, cost so far 11985
end of batch....46191, cost so far 11985
end of batch....46192, cost so far 11985
end of batch....46193, cost so far 11985
end of batch....46194, cost so far 11985
end of batch....46195, cost so far 11985
end of batch....46196, cost so far 11985
end of batch....46197, cost so far 11985
end of batch....46198, cost so far 11985
end of batch....46199, cost so far 11985
end of batch....46200, cost so far 11985
end of batch....46201, cost so far 11985
end of batch....46202, cost so far 11985
end of batch....46203, cost so far 11985
end of batch....46204, cost so far 11985
end of batch....46205, cost so far 11985
end of batch....46206, cost so far 11985
end of batch....46207, cost so far 11985
end of batch....46208, cost so far 11985
end of batch....46209, cost so far 11985
end of batch....46210, cost so far 11985
end of batch....46211, cost so far 11985
end of batch....46212, cost so far 11985
end of batch....46213, cost so far 11985
end of batch....46214, cost so far 11985
end of batch....46215, cost so far 11985
end of batch....46216, cost so far 11985
end of batch....46217, cost so far 11985
end of batch....46218, cost so far 11985
end of batch....46219, cost so far 11985
end of batch....46220, cost so far 11985
end of batch....46221, cost so far 11985
end of batch....46222, cost so far 11985
end of batch....46223, cost so far 11985
end of batch....46224, cost so far 11985
end of batch....46225, cost so far 11985
end of batch....46226, cost so far 11985
end of batch....46227, cost so far 11985
end of batch....46228, cost so far 11985
end of batch....46229, cost so far 11985
end of batch....46230, cost so far 11985
end of batch....46231, cost so far 11985
end of batch....46232, cost so far 11985
end of batch....46233, cost so far 11985
end of batch....46234, cost so far 11985
end of batch....46235, cost so far 11985
end of batch....46236, cost so far 11985
end of batch....46237, cost so far 11985
end of batch....46238, cost so far 11985
end of batch....46239, cost so far 11985
end of batch....46240, cost so far 11985
end of batch....46241, cost so far 11985
end of batch....46242, cost so far 11985
end of batch....46243, cost so far 11985
end of batch....46244, cost so far 11985
end of batch....46245, cost so far 11985
end of batch....46246, cost so far 11985
end of batch....46247, cost so far 11985
end of batch....46248, cost so far 11985
end of batch....46249, cost so far 11985
end of batch....46250, cost so far 11985
end of batch....46251, cost so far 11985
end of batch....46252, cost so far 11985
end of batch....46253, cost so far 11985
end of batch....46254, cost so far 11985
end of batch....46255, cost so far 11985
end of batch....46256, cost so far 11985
end of batch....46257, cost so far 11985
end of batch....46258, cost so far 11985
end of batch....46259, cost so far 11985
end of batch....46260, cost so far 11985
end of batch....46261, cost so far 11985
end of batch....46262, cost so far 11985
end of batch....46263, cost so far 11985
end of batch....46264, cost so far 11985
end of batch....46265, cost so far 11985
end of batch....46266, cost so far 11985
end of batch....46267, cost so far 11985
end of batch....46268, cost so far 11985
end of batch....46269, cost so far 11985
end of batch....46270, cost so far 11985
end of batch....46271, cost so far 11985
end of batch....46272, cost so far 11985
end of batch....46273, cost so far 11985
end of batch....46274, cost so far 11985
end of batch....46275, cost so far 11985
end of batch....46276, cost so far 11985
end of batch....46277, cost so far 11985
end of batch....46278, cost so far 11985
end of batch....46279, cost so far 11985
end of batch....46280, cost so far 11985
end of batch....46281, cost so far 11985
end of batch....46282, cost so far 11985
end of batch....46283, cost so far 11985
end of batch....46284, cost so far 11985
end of batch....46285, cost so far 11985
end of batch....46286, cost so far 11985
end of batch....46287, cost so far 11985
end of batch....46288, cost so far 11985
end of batch....46289, cost so far 11985
end of batch....46290, cost so far 11985
end of batch....46291, cost so far 11985
end of batch....46292, cost so far 11985
end of batch....46293, cost so far 11985
end of batch....46294, cost so far 11985
end of batch....46295, cost so far 11985
end of batch....46296, cost so far 11985
end of batch....46297, cost so far 11985
end of batch....46298, cost so far 11985
end of batch....46299, cost so far 11985
end of batch....46300, cost so far 11985
end of batch....46301, cost so far 11985
end of batch....46302, cost so far 11985
end of batch....46303, cost so far 11985
end of batch....46304, cost so far 11985
end of batch....46305, cost so far 11985
end of batch....46306, cost so far 11985
end of batch....46307, cost so far 11985
end of batch....46308, cost so far 11985
end of batch....46309, cost so far 11985
end of batch....46310, cost so far 11985
end of batch....46311, cost so far 11985
end of batch....46312, cost so far 11985
end of batch....46313, cost so far 11985
end of batch....46314, cost so far 11985
end of batch....46315, cost so far 11985
end of batch....46316, cost so far 11985
end of batch....46317, cost so far 11985
end of batch....46318, cost so far 11985
end of batch....46319, cost so far 11985
end of batch....46320, cost so far 11985
end of batch....46321, cost so far 11985
end of batch....46322, cost so far 11985
end of batch....46323, cost so far 11985
end of batch....46324, cost so far 11985
end of batch....46325, cost so far 11985
end of batch....46326, cost so far 11985
end of batch....46327, cost so far 11985
end of batch....46328, cost so far 11985
end of batch....46329, cost so far 11985
end of batch....46330, cost so far 11985
end of batch....46331, cost so far 11985
end of batch....46332, cost so far 11985
end of batch....46333, cost so far 11985
end of batch....46334, cost so far 11985
end of batch....46335, cost so far 11985
end of batch....46336, cost so far 11985
end of batch....46337, cost so far 11985
end of batch....46338, cost so far 11985
end of batch....46339, cost so far 11985
end of batch....46340, cost so far 11985
end of batch....46341, cost so far 11985
end of batch....46342, cost so far 11985
end of batch....46343, cost so far 11985
end of batch....46344, cost so far 11985
end of batch....46345, cost so far 11985
end of batch....46346, cost so far 11985
end of batch....46347, cost so far 11985
end of batch....46348, cost so far 11985
end of batch....46349, cost so far 11985
end of batch....46350, cost so far 11985
end of batch....46351, cost so far 11985
end of batch....46352, cost so far 11985
end of batch....46353, cost so far 11985
end of batch....46354, cost so far 11985
end of batch....46355, cost so far 11985
end of batch....46356, cost so far 11985
end of batch....46357, cost so far 11985
end of batch....46358, cost so far 11985
end of batch....46359, cost so far 11985
end of batch....46360, cost so far 11985
end of batch....46361, cost so far 11985
end of batch....46362, cost so far 11985
end of batch....46363, cost so far 11985
end of batch....46364, cost so far 11985
end of batch....46365, cost so far 11985
end of batch....46366, cost so far 11985
end of batch....46367, cost so far 11985
end of batch....46368, cost so far 11985
end of batch....46369, cost so far 11985
end of batch....46370, cost so far 11985
end of batch....46371, cost so far 11985
end of batch....46372, cost so far 11985
end of batch....46373, cost so far 11985
end of batch....46374, cost so far 11985
end of batch....46375, cost so far 11985
end of batch....46376, cost so far 11985
end of batch....46377, cost so far 11985
end of batch....46378, cost so far 11985
end of batch....46379, cost so far 11985
end of batch....46380, cost so far 11985
end of batch....46381, cost so far 11985
end of batch....46382, cost so far 11985
end of batch....46383, cost so far 11985
end of batch....46384, cost so far 11985
end of batch....46385, cost so far 11985
end of batch....46386, cost so far 11985
end of batch....46387, cost so far 11985
end of batch....46388, cost so far 11985
end of batch....46389, cost so far 11985
end of batch....46390, cost so far 11985
end of batch....46391, cost so far 11985
end of batch....46392, cost so far 11985
end of batch....46393, cost so far 11985
end of batch....46394, cost so far 11985
end of batch....46395, cost so far 11985
end of batch....46396, cost so far 11985
end of batch....46397, cost so far 11985
end of batch....46398, cost so far 11985
end of batch....46399, cost so far 11985
end of batch....46400, cost so far 11985
end of batch....46401, cost so far 11985
end of batch....46402, cost so far 11985
end of batch....46403, cost so far 11985
end of batch....46404, cost so far 11985
end of batch....46405, cost so far 11985
end of batch....46406, cost so far 11985
end of batch....46407, cost so far 11985
end of batch....46408, cost so far 11985
end of batch....46409, cost so far 11985
end of batch....46410, cost so far 11985
end of batch....46411, cost so far 11985
end of batch....46412, cost so far 11985
end of batch....46413, cost so far 11985
end of batch....46414, cost so far 11985
end of batch....46415, cost so far 11985
end of batch....46416, cost so far 11985
end of batch....46417, cost so far 11985
end of batch....46418, cost so far 11985
end of batch....46419, cost so far 11985
end of batch....46420, cost so far 11985
end of batch....46421, cost so far 11985
end of batch....46422, cost so far 11985
end of batch....46423, cost so far 11985
end of batch....46424, cost so far 11985
end of batch....46425, cost so far 11985
end of batch....46426, cost so far 11985
end of batch....46427, cost so far 11985
end of batch....46428, cost so far 11985
end of batch....46429, cost so far 11985
end of batch....46430, cost so far 11985
end of batch....46431, cost so far 11985
end of batch....46432, cost so far 11985
end of batch....46433, cost so far 11985
end of batch....46434, cost so far 11985
end of batch....46435, cost so far 11985
end of batch....46436, cost so far 11985
end of batch....46437, cost so far 11985
end of batch....46438, cost so far 11985
end of batch....46439, cost so far 11985
end of batch....46440, cost so far 11985
end of batch....46441, cost so far 11985
end of batch....46442, cost so far 11985
end of batch....46443, cost so far 11985
end of batch....46444, cost so far 11985
end of batch....46445, cost so far 11985
end of batch....46446, cost so far 11985
end of batch....46447, cost so far 11985
end of batch....46448, cost so far 11985
end of batch....46449, cost so far 11985
end of batch....46450, cost so far 11985
end of batch....46451, cost so far 11985
end of batch....46452, cost so far 11985
end of batch....46453, cost so far 11985
end of batch....46454, cost so far 11985
end of batch....46455, cost so far 11985
end of batch....46456, cost so far 11985
end of batch....46457, cost so far 11985
end of batch....46458, cost so far 11985
end of batch....46459, cost so far 11985
end of batch....46460, cost so far 11985
end of batch....46461, cost so far 11985
end of batch....46462, cost so far 11985
end of batch....46463, cost so far 11985
end of batch....46464, cost so far 11985
end of batch....46465, cost so far 11985
end of batch....46466, cost so far 11985
end of batch....46467, cost so far 11985
end of batch....46468, cost so far 11985
end of batch....46469, cost so far 11985
end of batch....46470, cost so far 11985
end of batch....46471, cost so far 11985
end of batch....46472, cost so far 11985
end of batch....46473, cost so far 11985
end of batch....46474, cost so far 11985
end of batch....46475, cost so far 11985
end of batch....46476, cost so far 11985
end of batch....46477, cost so far 11985
end of batch....46478, cost so far 11985
end of batch....46479, cost so far 11985
end of batch....46480, cost so far 11985
end of batch....46481, cost so far 11985
end of batch....46482, cost so far 11985
end of batch....46483, cost so far 11985
end of batch....46484, cost so far 11985
end of batch....46485, cost so far 11985
end of batch....46486, cost so far 11985
end of batch....46487, cost so far 11985
end of batch....46488, cost so far 11985
end of batch....46489, cost so far 11985
end of batch....46490, cost so far 11985
end of batch....46491, cost so far 11985
end of batch....46492, cost so far 11985
end of batch....46493, cost so far 11985
end of batch....46494, cost so far 11985
end of batch....46495, cost so far 11985
end of batch....46496, cost so far 11985
end of batch....46497, cost so far 11985
end of batch....46498, cost so far 11985
end of batch....46499, cost so far 11985
end of batch....46500, cost so far 11985
end of batch....46501, cost so far 11985
end of batch....46502, cost so far 11985
end of batch....46503, cost so far 11985
end of batch....46504, cost so far 11985
end of batch....46505, cost so far 11985
end of batch....46506, cost so far 11985
end of batch....46507, cost so far 11985
end of batch....46508, cost so far 11985
end of batch....46509, cost so far 11985
end of batch....46510, cost so far 11985
end of batch....46511, cost so far 11985
end of batch....46512, cost so far 11985
end of batch....46513, cost so far 11985
end of batch....46514, cost so far 11985
end of batch....46515, cost so far 11985
end of batch....46516, cost so far 11985
end of batch....46517, cost so far 11985
end of batch....46518, cost so far 11985
end of batch....46519, cost so far 11985
end of batch....46520, cost so far 11985
end of batch....46521, cost so far 11985
end of batch....46522, cost so far 11985
end of batch....46523, cost so far 11985
end of batch....46524, cost so far 11985
end of batch....46525, cost so far 11985
end of batch....46526, cost so far 11985
end of batch....46527, cost so far 11985
end of batch....46528, cost so far 11985
end of batch....46529, cost so far 11985
end of batch....46530, cost so far 11985
end of batch....46531, cost so far 11985
end of batch....46532, cost so far 11985
end of batch....46533, cost so far 11985
end of batch....46534, cost so far 11985
end of batch....46535, cost so far 11985
end of batch....46536, cost so far 11985
end of batch....46537, cost so far 11985
end of batch....46538, cost so far 11985
end of batch....46539, cost so far 11985
end of batch....46540, cost so far 11985
end of batch....46541, cost so far 11985
end of batch....46542, cost so far 11985
end of batch....46543, cost so far 11985
end of batch....46544, cost so far 11985
end of batch....46545, cost so far 11985
end of batch....46546, cost so far 11985
end of batch....46547, cost so far 11985
end of batch....46548, cost so far 11985
end of batch....46549, cost so far 11985
end of batch....46550, cost so far 11985
end of batch....46551, cost so far 11985
end of batch....46552, cost so far 11985
end of batch....46553, cost so far 11985
end of batch....46554, cost so far 11985
end of batch....46555, cost so far 11985
end of batch....46556, cost so far 11985
end of batch....46557, cost so far 11985
end of batch....46558, cost so far 11985
end of batch....46559, cost so far 11985
end of batch....46560, cost so far 11985
end of batch....46561, cost so far 11985
end of batch....46562, cost so far 11985
end of batch....46563, cost so far 11985
end of batch....46564, cost so far 11985
end of batch....46565, cost so far 11985
end of batch....46566, cost so far 11985
end of batch....46567, cost so far 11985
end of batch....46568, cost so far 11985
end of batch....46569, cost so far 11985
end of batch....46570, cost so far 11985
end of batch....46571, cost so far 11985
end of batch....46572, cost so far 11985
end of batch....46573, cost so far 11985
end of batch....46574, cost so far 11985
end of batch....46575, cost so far 11985
end of batch....46576, cost so far 11985
end of batch....46577, cost so far 11985
end of batch....46578, cost so far 11985
end of batch....46579, cost so far 11985
end of batch....46580, cost so far 11985
end of batch....46581, cost so far 11985
end of batch....46582, cost so far 11985
end of batch....46583, cost so far 11985
end of batch....46584, cost so far 11985
end of batch....46585, cost so far 11985
end of batch....46586, cost so far 11985
end of batch....46587, cost so far 11985
end of batch....46588, cost so far 11985
end of batch....46589, cost so far 11985
end of batch....46590, cost so far 11985
end of batch....46591, cost so far 11985
end of batch....46592, cost so far 11985
end of batch....46593, cost so far 11985
end of batch....46594, cost so far 11985
end of batch....46595, cost so far 11985
end of batch....46596, cost so far 11985
end of batch....46597, cost so far 11985
end of batch....46598, cost so far 11985
end of batch....46599, cost so far 11985
end of batch....46600, cost so far 11985
end of batch....46601, cost so far 11985
end of batch....46602, cost so far 11985
end of batch....46603, cost so far 11985
end of batch....46604, cost so far 11985
end of batch....46605, cost so far 11985
end of batch....46606, cost so far 11985
end of batch....46607, cost so far 11985
end of batch....46608, cost so far 11985
end of batch....46609, cost so far 11985
end of batch....46610, cost so far 11985
end of batch....46611, cost so far 11985
end of batch....46612, cost so far 11985
end of batch....46613, cost so far 11985
end of batch....46614, cost so far 11985
end of batch....46615, cost so far 11985
end of batch....46616, cost so far 11985
end of batch....46617, cost so far 11985
end of batch....46618, cost so far 11985
end of batch....46619, cost so far 11985
end of batch....46620, cost so far 11985
end of batch....46621, cost so far 11985
end of batch....46622, cost so far 11985
end of batch....46623, cost so far 11985
end of batch....46624, cost so far 11985
end of batch....46625, cost so far 11985
end of batch....46626, cost so far 11985
end of batch....46627, cost so far 11985
end of batch....46628, cost so far 11985
end of batch....46629, cost so far 11985
end of batch....46630, cost so far 11985
end of batch....46631, cost so far 11985
end of batch....46632, cost so far 11985
end of batch....46633, cost so far 11985
end of batch....46634, cost so far 11985
end of batch....46635, cost so far 11985
end of batch....46636, cost so far 11985
end of batch....46637, cost so far 11985
end of batch....46638, cost so far 11985
end of batch....46639, cost so far 11985
end of batch....46640, cost so far 11985
end of batch....46641, cost so far 11985
end of batch....46642, cost so far 11985
end of batch....46643, cost so far 11985
end of batch....46644, cost so far 11985
end of batch....46645, cost so far 11985
end of batch....46646, cost so far 11985
end of batch....46647, cost so far 11985
end of batch....46648, cost so far 11985
end of batch....46649, cost so far 11985
end of batch....46650, cost so far 11985
end of batch....46651, cost so far 11985
end of batch....46652, cost so far 11985
end of batch....46653, cost so far 11985
end of batch....46654, cost so far 11985
end of batch....46655, cost so far 11985
end of batch....46656, cost so far 11985
end of batch....46657, cost so far 11985
end of batch....46658, cost so far 11985
end of batch....46659, cost so far 11985
end of batch....46660, cost so far 11985
end of batch....46661, cost so far 11985
end of batch....46662, cost so far 11985
end of batch....46663, cost so far 11985
end of batch....46664, cost so far 11985
end of batch....46665, cost so far 11985
end of batch....46666, cost so far 11985
end of batch....46667, cost so far 11985
end of batch....46668, cost so far 11985
end of batch....46669, cost so far 11985
end of batch....46670, cost so far 11985
end of batch....46671, cost so far 11985
end of batch....46672, cost so far 11985
end of batch....46673, cost so far 11985
end of batch....46674, cost so far 11985
end of batch....46675, cost so far 11985
end of batch....46676, cost so far 11985
end of batch....46677, cost so far 11985
end of batch....46678, cost so far 11985
end of batch....46679, cost so far 11985
end of batch....46680, cost so far 11985
end of batch....46681, cost so far 11985
end of batch....46682, cost so far 11985
end of batch....46683, cost so far 11985
end of batch....46684, cost so far 11985
end of batch....46685, cost so far 11985
end of batch....46686, cost so far 11985
end of batch....46687, cost so far 11985
end of batch....46688, cost so far 11985
end of batch....46689, cost so far 11985
end of batch....46690, cost so far 11985
end of batch....46691, cost so far 11985
end of batch....46692, cost so far 11985
end of batch....46693, cost so far 11985
end of batch....46694, cost so far 11985
end of batch....46695, cost so far 11985
end of batch....46696, cost so far 11985
end of batch....46697, cost so far 11985
end of batch....46698, cost so far 11985
end of batch....46699, cost so far 11985
end of batch....46700, cost so far 11985
end of batch....46701, cost so far 11985
end of batch....46702, cost so far 11985
end of batch....46703, cost so far 11985
end of batch....46704, cost so far 11985
end of batch....46705, cost so far 11985
end of batch....46706, cost so far 11985
end of batch....46707, cost so far 11985
end of batch....46708, cost so far 11985
end of batch....46709, cost so far 11985
end of batch....46710, cost so far 11985
end of batch....46711, cost so far 11985
end of batch....46712, cost so far 11985
end of batch....46713, cost so far 11985
end of batch....46714, cost so far 11985
end of batch....46715, cost so far 11985
end of batch....46716, cost so far 11985
end of batch....46717, cost so far 11985
end of batch....46718, cost so far 11985
end of batch....46719, cost so far 11985
end of batch....46720, cost so far 11985
end of batch....46721, cost so far 11985
end of batch....46722, cost so far 11985
end of batch....46723, cost so far 11985
end of batch....46724, cost so far 11985
end of batch....46725, cost so far 11985
end of batch....46726, cost so far 11985
end of batch....46727, cost so far 11985
end of batch....46728, cost so far 11985
end of batch....46729, cost so far 11985
end of batch....46730, cost so far 11985
end of batch....46731, cost so far 11985
end of batch....46732, cost so far 11985
end of batch....46733, cost so far 11985
end of batch....46734, cost so far 11985
end of batch....46735, cost so far 11985
end of batch....46736, cost so far 11985
end of batch....46737, cost so far 11985
end of batch....46738, cost so far 11985
end of batch....46739, cost so far 11985
end of batch....46740, cost so far 11985
end of batch....46741, cost so far 11985
end of batch....46742, cost so far 11985
end of batch....46743, cost so far 11985
end of batch....46744, cost so far 11985
end of batch....46745, cost so far 11985
end of batch....46746, cost so far 11985
end of batch....46747, cost so far 11985
end of batch....46748, cost so far 11985
end of batch....46749, cost so far 11985
end of batch....46750, cost so far 11985
